Symbol,Bid,Ask,Last,Volume,Date,Time
EURGBP=R,0.8467,0.8472,0.8467,17495.0,2016-08-02,1:21:46:0
EURGBP=R,0.8466,0.8473,0.8466,17496.0,2016-08-02,1:21:46:0
EURGBP=R,0.8466,0.8471,0.8466,17497.0,2016-08-02,1:21:46:0
EURGBP=R,0.8466,0.8471,0.8466,17498.0,2016-08-02,1:21:47:0
EURGBP=R,0.8466,0.8472,0.8466,17499.0,2016-08-02,1:21:47:0
EURGBP=R,0.8466,0.8473,0.8466,17500.0,2016-08-02,1:21:47:0
EURGBP=R,0.8467,0.8472,0.8467,17501.0,2016-08-02,1:21:47:0
EURGBP=R,0.8466,0.8473,0.8466,17502.0,2016-08-02,1:21:49:0
EURGBP=R,0.8466,0.8473,0.8466,17503.0,2016-08-02,1:21:51:0
EURGBP=R,0.8466,0.8473,0.8466,17504.0,2016-08-02,1:21:54:0
EURGBP=R,0.8466,0.8472,0.8466,17505.0,2016-08-02,1:21:54:0
EURGBP=R,0.8466,0.8471,0.8466,17506.0,2016-08-02,1:21:57:0
EURGBP=R,0.8466,0.8471,0.8466,17507.0,2016-08-02,1:21:59:0
EURGBP=R,0.8466,0.8473,0.8466,17508.0,2016-08-02,1:22:0:0
EURGBP=R,0.8466,0.847,0.8466,17509.0,2016-08-02,1:22:0:0
EURGBP=R,0.8467,0.8471,0.8467,17510.0,2016-08-02,1:22:1:0
EURGBP=R,0.8469,0.8471,0.8469,17511.0,2016-08-02,1:22:1:0
EURGBP=R,0.8467,0.8471,0.8467,17512.0,2016-08-02,1:22:1:0
EURGBP=R,0.8467,0.847,0.8467,17513.0,2016-08-02,1:22:1:0
EURGBP=R,0.8467,0.847,0.8467,17514.0,2016-08-02,1:22:2:0
EURGBP=R,0.8466,0.8471,0.8466,17515.0,2016-08-02,1:22:3:0
EURGBP=R,0.8466,0.8472,0.8466,17516.0,2016-08-02,1:22:3:0
EURGBP=R,0.8466,0.8472,0.8466,17517.0,2016-08-02,1:22:4:0
EURGBP=R,0.8467,0.8473,0.8467,17518.0,2016-08-02,1:22:4:0
EURGBP=R,0.8466,0.8473,0.8466,17519.0,2016-08-02,1:22:4:0
