RIC,Trade Date,Open Price,High Price,Low Price,Universal Close Price,Volume
EUR=,2007-03-29,1.3313,1.3354,1.3299,1.3331,
EUR=,2007-03-28,1.3355,1.3374,1.3306,1.3316,
EUR=,2007-03-27,1.3329,1.3369,1.3318,1.3352,
EUR=,2007-03-26,1.3288,1.3347,1.3252,1.3333,
EUR=,2007-03-23,1.333,1.3342,1.3279,1.3282,
EUR=,2007-03-22,1.3383,1.3411,1.3308,1.3331,
EUR=,2007-03-21,1.332,1.3389,1.3286,1.3385,
EUR=,2007-03-20,1.3299,1.3322,1.3268,1.3314,
EUR=,2007-03-19,1.3317,1.3325,1.3277,1.33,
EUR=,2007-03-16,1.3235,1.3339,1.3229,1.3311,
EUR=,2007-03-15,1.3218,1.3252,1.3191,1.3237,
EUR=,2007-03-14,1.3198,1.3246,1.3174,1.3224,
EUR=,2007-03-13,1.3187,1.3221,1.3153,1.3196,
EUR=,2007-03-12,1.3114,1.3201,1.3107,1.3187,
EUR=,2007-03-09,1.313,1.3159,1.3084,1.3113,
EUR=,2007-03-08,1.3175,1.3183,1.3115,1.3129,
EUR=,2007-03-07,1.3125,1.3185,1.3107,1.3175,
EUR=,2007-03-06,1.3092,1.3131,1.3077,1.3125,
EUR=,2007-03-05,1.3203,1.3212,1.3069,1.3093,
EUR=,2007-03-02,1.3186,1.3201,1.314,1.3192,
EUR=,2007-03-01,1.3229,1.324,1.3152,1.3184,
EUR=,2007-02-28,1.3242,1.3247,1.3178,1.3233,
EUR=,2007-02-27,1.3186,1.3259,1.3158,1.324,
EUR=,2007-02-26,1.3162,1.3198,1.3149,1.3182,
EUR=,2007-02-23,1.3122,1.3188,1.31,1.3166,
EUR=,2007-02-22,1.3138,1.3144,1.3078,1.3124,
EUR=,2007-02-21,1.3144,1.3166,1.3109,1.3138,
EUR=,2007-02-20,1.3155,1.3189,1.3127,1.3138,
EUR=,2007-02-19,1.3156,1.3163,1.312,1.3153,
EUR=,2007-02-16,1.314,1.3146,1.3091,1.3139,
EUR=,2007-02-15,1.3129,1.3172,1.3116,1.3145,
EUR=,2007-02-14,1.3037,1.3152,1.3023,1.3127,
EUR=,2007-02-13,1.2963,1.3044,1.2951,1.3036,
EUR=,2007-02-12,1.299,1.3039,1.2939,1.2963,
EUR=,2007-02-09,1.3039,1.3045,1.2981,1.3004,
EUR=,2007-02-08,1.3013,1.3042,1.2973,1.3038,
EUR=,2007-02-07,1.298,1.3024,1.2964,1.3018,
EUR=,2007-02-06,1.2929,1.299,1.291,1.298,
EUR=,2007-02-05,1.2963,1.2969,1.2912,1.2922,
EUR=,2007-02-02,1.3023,1.3064,1.2949,1.2968,
EUR=,2007-02-01,1.303,1.3052,1.2998,1.3021,
EUR=,2007-01-31,1.2967,1.3036,1.2921,1.3033,
EUR=,2007-01-30,1.2955,1.2981,1.2941,1.2964,
EUR=,2007-01-29,1.2919,1.2967,1.2897,1.2955,
EUR=,2007-01-26,1.2935,1.2944,1.2875,1.2915,
EUR=,2007-01-25,1.2965,1.3002,1.2913,1.2932,
EUR=,2007-01-24,1.3021,1.3036,1.2946,1.2961,
EUR=,2007-01-23,1.2948,1.3045,1.2927,1.3024,
EUR=,2007-01-22,1.2961,1.2981,1.2919,1.2947,
EUR=,2007-01-19,1.2961,1.3001,1.2912,1.2965,
EUR=,2007-01-18,1.2943,1.2977,1.2895,1.2953,
EUR=,2007-01-17,1.2917,1.295,1.2895,1.2936,
EUR=,2007-01-16,1.2939,1.299,1.2907,1.2917,
EUR=,2007-01-15,1.2926,1.2958,1.2913,1.2935,
EUR=,2007-01-12,1.289,1.2944,1.2864,1.2916,
EUR=,2007-01-11,1.2936,1.3015,1.288,1.2892,
EUR=,2007-01-10,1.3,1.3006,1.2929,1.2933,
EUR=,2007-01-09,1.3022,1.3053,1.2984,1.2996,
EUR=,2007-01-08,1.3012,1.3036,1.2971,1.3019,
EUR=,2007-01-05,1.3084,1.3105,1.2979,1.3002,
EUR=,2007-01-04,1.3166,1.3181,1.3073,1.3083,
EUR=,2007-01-03,1.3271,1.329,1.3144,1.3161,
EUR=,2007-01-02,1.3199,1.3297,1.3195,1.3276,
EUR=,2007-01-01,1.3196,1.3202,1.3171,1.3199,
EUR=,2006-12-29,1.3147,1.3205,1.3135,1.3196,
EUR=,2006-12-28,1.3117,1.3202,1.3103,1.3146,
EUR=,2006-12-27,1.3096,1.3178,1.3091,1.3118,
EUR=,2006-12-26,1.3116,1.3141,1.3088,1.3095,
EUR=,2006-12-25,1.3132,1.3164,1.3098,1.3129,
EUR=,2006-12-22,1.3172,1.3214,1.3107,1.3142,
EUR=,2006-12-21,1.3173,1.3216,1.3138,1.3171,
EUR=,2006-12-20,1.3186,1.3244,1.3158,1.3176,
EUR=,2006-12-19,1.31,1.3215,1.308,1.3189,
EUR=,2006-12-18,1.3081,1.312,1.3051,1.3097,
EUR=,2006-12-15,1.3142,1.3186,1.3057,1.3081,
EUR=,2006-12-14,1.3214,1.3253,1.3139,1.3145,
EUR=,2006-12-13,1.328,1.3288,1.3189,1.3216,
EUR=,2006-12-12,1.3237,1.3291,1.321,1.3279,
EUR=,2006-12-11,1.3176,1.3263,1.3129,1.3235,
EUR=,2006-12-08,1.3285,1.3364,1.319,1.3199,
EUR=,2006-12-07,1.3281,1.3326,1.3273,1.329,
EUR=,2006-12-06,1.3316,1.3341,1.3253,1.3291,
EUR=,2006-12-05,1.3337,1.3363,1.3284,1.3322,
EUR=,2006-12-04,1.3332,1.3367,1.328,1.3319,
EUR=,2006-12-01,1.3241,1.3348,1.3215,1.3334,
EUR=,2006-11-30,1.3153,1.3274,1.314,1.324,
EUR=,2006-11-29,1.3198,1.3218,1.313,1.3147,
EUR=,2006-11-28,1.3132,1.3209,1.3114,1.3201,
EUR=,2006-11-27,1.317,1.3172,1.3085,1.3132,
EUR=,2006-11-24,1.2943,1.3109,1.2941,1.309,
EUR=,2006-11-23,1.2944,1.2975,1.2925,1.2941,
EUR=,2006-11-22,1.2842,1.2957,1.2835,1.2942,
EUR=,2006-11-21,1.2816,1.2854,1.2796,1.2844,
EUR=,2006-11-20,1.2828,1.2854,1.2803,1.281,
EUR=,2006-11-17,1.2792,1.2845,1.276,1.2826,
EUR=,2006-11-16,1.2825,1.2841,1.2783,1.2797,
EUR=,2006-11-15,1.2812,1.2835,1.2771,1.2825,
EUR=,2006-11-14,1.2805,1.2871,1.2788,1.281,
EUR=,2006-11-13,1.2842,1.2877,1.2793,1.2801,
EUR=,2006-11-10,1.2827,1.29,1.2825,1.2843,
EUR=,2006-11-09,1.2755,1.2848,1.2749,1.2825,
EUR=,2006-11-08,1.2772,1.281,1.2743,1.2755,
EUR=,2006-11-07,1.2722,1.2819,1.2719,1.277,
EUR=,2006-11-06,1.2717,1.2725,1.2687,1.272,
EUR=,2006-11-03,1.2777,1.2791,1.268,1.2716,
EUR=,2006-11-02,1.2755,1.2785,1.2735,1.2775,
EUR=,2006-11-01,1.2761,1.2798,1.274,1.2753,
EUR=,2006-10-31,1.2724,1.2783,1.2677,1.2761,
EUR=,2006-10-30,1.273,1.2737,1.2697,1.2731,
EUR=,2006-10-27,1.2685,1.275,1.2661,1.2738,
EUR=,2006-10-26,1.26,1.2702,1.2598,1.2691,
EUR=,2006-10-25,1.2551,1.2623,1.2548,1.26,
EUR=,2006-10-24,1.2546,1.2576,1.2522,1.2555,
EUR=,2006-10-23,1.2617,1.2621,1.2533,1.2547,
EUR=,2006-10-20,1.2624,1.2639,1.2595,1.2612,
EUR=,2006-10-19,1.2532,1.2642,1.2528,1.2625,
EUR=,2006-10-18,1.2532,1.2559,1.2498,1.2531,
EUR=,2006-10-17,1.2531,1.2566,1.2506,1.2537,
EUR=,2006-10-16,1.2498,1.2537,1.2486,1.253,
EUR=,2006-10-13,1.2553,1.2577,1.2481,1.2512,
EUR=,2006-10-12,1.2516,1.2566,1.2514,1.2558,
EUR=,2006-10-11,1.2533,1.2557,1.25,1.2516,
EUR=,2006-10-10,1.2592,1.2617,1.2516,1.2536,
EUR=,2006-10-09,1.2591,1.2616,1.2583,1.2593,
EUR=,2006-10-06,1.2687,1.2714,1.2571,1.2597,
EUR=,2006-10-05,1.2713,1.2728,1.267,1.2691,
EUR=,2006-10-04,1.2728,1.2742,1.2664,1.2715,
EUR=,2006-10-03,1.2736,1.2767,1.2717,1.2734,
EUR=,2006-10-02,1.2681,1.2758,1.2659,1.2737,
EUR=,2006-09-29,1.2697,1.2713,1.2637,1.2671,
EUR=,2006-09-28,1.2696,1.2733,1.2675,1.2703,
EUR=,2006-09-27,1.2682,1.2718,1.2667,1.2698,
EUR=,2006-09-26,1.2745,1.2762,1.266,1.2683,
EUR=,2006-09-25,1.2789,1.2823,1.2729,1.2748,
EUR=,2006-09-22,1.278,1.2832,1.2771,1.2777,
EUR=,2006-09-21,1.2687,1.2798,1.268,1.2779,
EUR=,2006-09-20,1.2672,1.2728,1.266,1.2685,
EUR=,2006-09-19,1.2696,1.2726,1.2648,1.2677,
EUR=,2006-09-18,1.2634,1.271,1.2628,1.2701,
EUR=,2006-09-15,1.2721,1.2735,1.2629,1.2647,
EUR=,2006-09-14,1.2696,1.2753,1.2672,1.2719,
EUR=,2006-09-13,1.2683,1.2717,1.2664,1.2694,
EUR=,2006-09-12,1.2699,1.2733,1.2669,1.2684,
EUR=,2006-09-11,1.2667,1.2742,1.2646,1.2702,
EUR=,2006-09-08,1.2732,1.2742,1.2649,1.2672,
EUR=,2006-09-07,1.2801,1.2832,1.2704,1.2732,
EUR=,2006-09-06,1.2817,1.2836,1.2766,1.2804,
EUR=,2006-09-05,1.2861,1.2865,1.2793,1.2818,
EUR=,2006-09-04,1.2844,1.2874,1.2836,1.2872,
EUR=,2006-09-01,1.2803,1.2847,1.2753,1.2835,
EUR=,2006-08-31,1.2834,1.288,1.2783,1.2806,
EUR=,2006-08-30,1.2822,1.2853,1.2809,1.2837,
EUR=,2006-08-29,1.2783,1.2842,1.2747,1.2826,
EUR=,2006-08-28,1.276,1.2821,1.2753,1.2778,
EUR=,2006-08-25,1.2766,1.2783,1.2724,1.2749,
EUR=,2006-08-24,1.2782,1.2843,1.2749,1.2766,
EUR=,2006-08-23,1.2803,1.2852,1.2774,1.2786,
EUR=,2006-08-22,1.2885,1.289,1.2781,1.2803,
EUR=,2006-08-21,1.2826,1.2939,1.2824,1.289,
EUR=,2006-08-18,1.2828,1.2845,1.2778,1.2823,
EUR=,2006-08-17,1.284,1.289,1.2811,1.2829,
EUR=,2006-08-16,1.2782,1.2867,1.2766,1.2843,
EUR=,2006-08-15,1.2721,1.2804,1.2693,1.2785,
EUR=,2006-08-14,1.2712,1.2766,1.2704,1.2717,
EUR=,2006-08-11,1.279,1.2798,1.2713,1.2719,
EUR=,2006-08-10,1.2862,1.2912,1.2745,1.2792,
EUR=,2006-08-09,1.282,1.2903,1.2763,1.2861,
EUR=,2006-08-08,1.2828,1.2893,1.2803,1.2831,
EUR=,2006-08-07,1.2881,1.2892,1.2828,1.2832,
EUR=,2006-08-04,1.28,1.2909,1.2757,1.2871,
EUR=,2006-08-03,1.2787,1.2833,1.2739,1.2802,
EUR=,2006-08-02,1.2822,1.2835,1.2773,1.2786,
EUR=,2006-08-01,1.2761,1.2829,1.2718,1.2827,
EUR=,2006-07-31,1.2765,1.2783,1.2737,1.2762,
EUR=,2006-07-28,1.2694,1.2769,1.2655,1.2761,
EUR=,2006-07-27,1.2714,1.2772,1.2679,1.2696,
EUR=,2006-07-26,1.2578,1.2724,1.2558,1.2716,
EUR=,2006-07-25,1.2629,1.2674,1.2559,1.2576,
EUR=,2006-07-24,1.27,1.2707,1.2608,1.2634,
EUR=,2006-07-21,1.2627,1.2696,1.2621,1.2694,
EUR=,2006-07-20,1.259,1.2654,1.2586,1.2627,
EUR=,2006-07-19,1.2502,1.2609,1.2456,1.2592,
EUR=,2006-07-18,1.2519,1.2559,1.2472,1.2505,
EUR=,2006-07-17,1.2631,1.2646,1.2508,1.2518,
EUR=,2006-07-14,1.2691,1.2697,1.2624,1.265,
EUR=,2006-07-13,1.27,1.2733,1.2663,1.2691,
EUR=,2006-07-12,1.2762,1.278,1.2673,1.27,
EUR=,2006-07-11,1.2734,1.2777,1.2702,1.2771,
EUR=,2006-07-10,1.281,1.2816,1.2716,1.2735,
EUR=,2006-07-07,1.2777,1.2861,1.2762,1.2807,
EUR=,2006-07-06,1.2721,1.2783,1.2717,1.2777,
EUR=,2006-07-05,1.2785,1.2839,1.2702,1.2719,
EUR=,2006-07-04,1.2788,1.2823,1.2783,1.2793,
EUR=,2006-07-03,1.2787,1.2822,1.2759,1.2795,
EUR=,2006-06-30,1.2665,1.2794,1.2654,1.2786,
EUR=,2006-06-29,1.2549,1.2667,1.2514,1.266,
EUR=,2006-06-28,1.2579,1.2584,1.2514,1.2555,
EUR=,2006-06-27,1.2587,1.2618,1.2558,1.2583,
EUR=,2006-06-26,1.2502,1.2603,1.2499,1.2587,
EUR=,2006-06-23,1.2569,1.2593,1.2476,1.2509,
EUR=,2006-06-22,1.2663,1.268,1.2548,1.2577,
EUR=,2006-06-21,1.2582,1.2678,1.2577,1.2658,
EUR=,2006-06-20,1.2577,1.2617,1.2536,1.2583,
EUR=,2006-06-19,1.2647,1.2653,1.2549,1.2572,
EUR=,2006-06-16,1.2631,1.2675,1.2616,1.2642,
EUR=,2006-06-15,1.2604,1.2658,1.2577,1.2635,
EUR=,2006-06-14,1.2546,1.2648,1.2532,1.2603,
EUR=,2006-06-13,1.258,1.2618,1.2528,1.2543,
EUR=,2006-06-12,1.2616,1.2651,1.2565,1.2583,
EUR=,2006-06-09,1.265,1.2683,1.2593,1.2641,
EUR=,2006-06-08,1.2793,1.2808,1.2624,1.265,
EUR=,2006-06-07,1.2818,1.2837,1.2757,1.2789,
EUR=,2006-06-06,1.2906,1.2936,1.2806,1.2819,
EUR=,2006-06-05,1.2928,1.2979,1.2898,1.2905,
EUR=,2006-06-02,1.281,1.2939,1.2792,1.2915,
EUR=,2006-06-01,1.2812,1.2824,1.272,1.2809,
EUR=,2006-05-31,1.2874,1.2903,1.2802,1.281,
EUR=,2006-05-30,1.2747,1.2909,1.2739,1.2873,
EUR=,2006-05-29,1.2729,1.2768,1.2717,1.2751,
EUR=,2006-05-26,1.2813,1.2834,1.2698,1.2732,
EUR=,2006-05-25,1.2758,1.2818,1.2745,1.2804,
EUR=,2006-05-24,1.2813,1.2893,1.2728,1.2751,
EUR=,2006-05-23,1.2865,1.2878,1.2802,1.2819,
EUR=,2006-05-22,1.2758,1.2886,1.2692,1.2872,
EUR=,2006-05-19,1.2855,1.2864,1.2692,1.2771,
EUR=,2006-05-18,1.2729,1.2864,1.272,1.286,
EUR=,2006-05-17,1.2859,1.2921,1.27,1.2734,
EUR=,2006-05-16,1.2796,1.2868,1.2767,1.2861,
EUR=,2006-05-15,1.2948,1.2971,1.2776,1.2795,
EUR=,2006-05-12,1.2835,1.2956,1.2828,1.2929,
EUR=,2006-05-11,1.2783,1.2872,1.2684,1.2833,
EUR=,2006-05-10,1.276,1.2831,1.2749,1.2788,
EUR=,2006-05-09,1.2699,1.2783,1.2659,1.2761,
EUR=,2006-05-08,1.274,1.2787,1.269,1.2706,
EUR=,2006-05-05,1.2689,1.2765,1.267,1.2722,
EUR=,2006-05-04,1.2629,1.2723,1.2569,1.2694,
EUR=,2006-05-03,1.2613,1.2669,1.2588,1.264,
EUR=,2006-05-02,1.2568,1.2667,1.2556,1.2615,
EUR=,2006-05-01,1.2625,1.269,1.2553,1.2585,
EUR=,2006-04-28,1.2527,1.2639,1.2518,1.2634,
EUR=,2006-04-27,1.2446,1.2548,1.2401,1.2529,
EUR=,2006-04-26,1.2428,1.247,1.2384,1.2444,
EUR=,2006-04-25,1.2385,1.2439,1.2363,1.2434,
EUR=,2006-04-24,1.2371,1.2414,1.233,1.2393,
EUR=,2006-04-21,1.2314,1.236,1.2264,1.2338,
EUR=,2006-04-20,1.2381,1.2381,1.2284,1.2319,
EUR=,2006-04-19,1.2357,1.2394,1.2282,1.238,
EUR=,2006-04-18,1.2256,1.236,1.2221,1.2351,
EUR=,2006-04-17,1.2122,1.2289,1.212,1.2251,
EUR=,2006-04-14,1.2106,1.2118,1.209,1.2108,
EUR=,2006-04-13,1.2102,1.2133,1.2063,1.2114,
EUR=,2006-04-12,1.214,1.2168,1.2064,1.2105,
EUR=,2006-04-11,1.2111,1.2154,1.2088,1.2145,
EUR=,2006-04-10,1.2108,1.2129,1.2074,1.2114,
EUR=,2006-04-07,1.222,1.2225,1.2085,1.2087,
EUR=,2006-04-06,1.2296,1.2333,1.2195,1.2224,
EUR=,2006-04-05,1.2259,1.2306,1.2241,1.2293,
EUR=,2006-04-04,1.2131,1.2277,1.2116,1.2254,
EUR=,2006-04-03,1.2119,1.2148,1.2029,1.2136,
EUR=,2006-03-31,1.2163,1.2175,1.2076,1.2117,
EUR=,2006-03-30,1.2027,1.2169,1.2019,1.2169,
EUR=,2006-03-29,1.2,1.2049,1.1975,1.2028,
EUR=,2006-03-28,1.2012,1.2109,1.199,1.2001,
EUR=,2006-03-27,1.2037,1.2061,1.2001,1.2011,
EUR=,2006-03-24,1.197,1.2046,1.1948,1.2034,
EUR=,2006-03-23,1.2074,1.2081,1.1953,1.197,
EUR=,2006-03-22,1.2092,1.2114,1.2062,1.2077,
EUR=,2006-03-21,1.2167,1.2167,1.2072,1.2088,
EUR=,2006-03-20,1.2183,1.2197,1.2145,1.2165,
EUR=,2006-03-17,1.2175,1.2207,1.2138,1.2189,
EUR=,2006-03-16,1.2068,1.2189,1.2032,1.2179,
EUR=,2006-03-15,1.2011,1.2074,1.2003,1.2069,
EUR=,2006-03-14,1.1959,1.2032,1.1935,1.2015,
EUR=,2006-03-13,1.1914,1.197,1.1908,1.1958,
EUR=,2006-03-10,1.1911,1.1933,1.1858,1.1914,
EUR=,2006-03-09,1.1923,1.1953,1.19,1.1913,
EUR=,2006-03-08,1.1885,1.194,1.1869,1.1922,
EUR=,2006-03-07,1.2017,1.2022,1.1866,1.1884,
EUR=,2006-03-06,1.2048,1.2093,1.1988,1.2016,
EUR=,2006-03-03,1.2037,1.2052,1.1992,1.2037,
EUR=,2006-03-02,1.1916,1.2045,1.191,1.204,
EUR=,2006-03-01,1.192,1.1974,1.1889,1.1913,
EUR=,2006-02-28,1.1846,1.1941,1.1832,1.1919,
EUR=,2006-02-27,1.1871,1.1879,1.1823,1.1846,
EUR=,2006-02-24,1.1921,1.1934,1.1861,1.187,
EUR=,2006-02-23,1.191,1.1971,1.1888,1.1922,
EUR=,2006-02-22,1.1912,1.193,1.1858,1.1911,
EUR=,2006-02-21,1.1935,1.1942,1.1887,1.1908,
EUR=,2006-02-20,1.193,1.1974,1.1921,1.1937,
EUR=,2006-02-17,1.1903,1.1943,1.1855,1.1932,
EUR=,2006-02-16,1.189,1.1902,1.1845,1.1894,
EUR=,2006-02-15,1.1914,1.1954,1.1869,1.1883,
EUR=,2006-02-14,1.1899,1.1924,1.1855,1.1914,
EUR=,2006-02-13,1.19,1.1922,1.1875,1.1903,
EUR=,2006-02-10,1.1979,1.2026,1.189,1.1898,
EUR=,2006-02-09,1.1962,1.1995,1.1944,1.1979,
EUR=,2006-02-08,1.1977,1.1994,1.1921,1.1952,
EUR=,2006-02-07,1.1965,1.2015,1.1938,1.1973,
EUR=,2006-02-06,1.2035,1.2047,1.1943,1.1962,
EUR=,2006-02-03,1.209,1.2112,1.1967,1.2023,
EUR=,2006-02-02,1.2056,1.2108,1.203,1.2096,
EUR=,2006-02-01,1.2152,1.2165,1.2047,1.206,
EUR=,2006-01-31,1.2091,1.2189,1.2075,1.2154,
EUR=,2006-01-30,1.2105,1.2115,1.206,1.2087,
EUR=,2006-01-27,1.2204,1.2235,1.2084,1.2098,
EUR=,2006-01-26,1.2242,1.227,1.2198,1.2212,
EUR=,2006-01-25,1.2283,1.2323,1.2233,1.2245,
EUR=,2006-01-24,1.2307,1.2323,1.2256,1.2278,
EUR=,2006-01-23,1.2139,1.2311,1.2136,1.231,
EUR=,2006-01-20,1.2098,1.214,1.2039,1.2136,
EUR=,2006-01-19,1.2115,1.2124,1.2052,1.2098,
EUR=,2006-01-18,1.2104,1.2159,1.2068,1.2102,
EUR=,2006-01-17,1.2117,1.2143,1.2048,1.2105,
EUR=,2006-01-16,1.2148,1.2174,1.2102,1.2118,
EUR=,2006-01-13,1.2034,1.2142,1.2024,1.2135,
EUR=,2006-01-12,1.2123,1.2163,1.2004,1.2034,
EUR=,2006-01-11,1.2061,1.2144,1.2042,1.2124,
EUR=,2006-01-10,1.2082,1.2109,1.2034,1.2066,
EUR=,2006-01-09,1.2146,1.2154,1.2049,1.2086,
EUR=,2006-01-06,1.2106,1.218,1.2077,1.2148,
EUR=,2006-01-05,1.2122,1.2122,1.2063,1.2101,
EUR=,2006-01-04,1.2012,1.2144,1.2003,1.2128,
EUR=,2006-01-03,1.1822,1.203,1.1808,1.2011,
EUR=,2006-01-02,1.1844,1.1867,1.1798,1.1822,
EUR=,2005-12-30,1.1843,1.1887,1.1775,1.184,
EUR=,2005-12-29,1.1834,1.1882,1.1814,1.1842,
EUR=,2005-12-28,1.1826,1.1932,1.181,1.1831,
EUR=,2005-12-27,1.1845,1.1878,1.1826,1.1828,
EUR=,2005-12-26,1.1859,1.1866,1.183,1.1847,
EUR=,2005-12-23,1.1867,1.1884,1.1828,1.1873,
EUR=,2005-12-22,1.1835,1.19,1.1808,1.1867,
EUR=,2005-12-21,1.1857,1.1911,1.1798,1.1831,
EUR=,2005-12-20,1.2005,1.2013,1.1836,1.1868,
EUR=,2005-12-19,1.2026,1.2039,1.1972,1.2003,
EUR=,2005-12-16,1.1974,1.2027,1.1933,1.2012,
EUR=,2005-12-15,1.2001,1.2039,1.1933,1.1977,
EUR=,2005-12-14,1.1943,1.2061,1.1928,1.2002,
EUR=,2005-12-13,1.1951,1.1986,1.1902,1.1936,
EUR=,2005-12-12,1.178,1.1983,1.1776,1.1954,
EUR=,2005-12-09,1.1818,1.1837,1.1763,1.181,
EUR=,2005-12-08,1.172,1.1849,1.17,1.1816,
EUR=,2005-12-07,1.1783,1.1802,1.17,1.172,
EUR=,2005-12-06,1.1788,1.1807,1.1753,1.1785,
EUR=,2005-12-05,1.1703,1.1819,1.1686,1.1782,
EUR=,2005-12-02,1.1731,1.1749,1.1659,1.1715,
EUR=,2005-12-01,1.1787,1.1804,1.1687,1.1732,
EUR=,2005-11-30,1.1776,1.1803,1.1752,1.1787,
EUR=,2005-11-29,1.1843,1.1862,1.1736,1.1783,
EUR=,2005-11-28,1.1713,1.1902,1.1679,1.1848,
EUR=,2005-11-25,1.1786,1.1789,1.1707,1.1723,
EUR=,2005-11-24,1.1823,1.1825,1.1764,1.1786,
EUR=,2005-11-23,1.1818,1.1864,1.176,1.1818,
EUR=,2005-11-22,1.1726,1.1824,1.1683,1.1811,
EUR=,2005-11-21,1.1774,1.1839,1.1716,1.1726,
EUR=,2005-11-18,1.1756,1.1794,1.1661,1.1766,
EUR=,2005-11-17,1.1665,1.1764,1.1638,1.1757,
EUR=,2005-11-16,1.1718,1.1737,1.1642,1.1671,
EUR=,2005-11-15,1.1687,1.1729,1.1638,1.1718,
EUR=,2005-11-14,1.1722,1.1773,1.1658,1.1692,
EUR=,2005-11-11,1.1682,1.1732,1.1668,1.1721,
EUR=,2005-11-10,1.1765,1.1798,1.1675,1.1684,
EUR=,2005-11-09,1.1781,1.1793,1.1715,1.1765,
EUR=,2005-11-08,1.1803,1.1805,1.1706,1.1779,
EUR=,2005-11-07,1.1813,1.1835,1.1771,1.181,
EUR=,2005-11-04,1.1946,1.1995,1.18,1.182,
EUR=,2005-11-03,1.2067,1.2084,1.1931,1.1942,
EUR=,2005-11-02,1.2022,1.2084,1.1984,1.2067,
EUR=,2005-11-01,1.1993,1.2026,1.1968,1.2009,
EUR=,2005-10-31,1.2056,1.209,1.1965,1.1987,
EUR=,2005-10-28,1.2137,1.217,1.2047,1.2061,
EUR=,2005-10-27,1.2062,1.2174,1.2041,1.2138,
EUR=,2005-10-26,1.2108,1.2139,1.2047,1.2065,
EUR=,2005-10-25,1.1978,1.2117,1.1933,1.2111,
EUR=,2005-10-24,1.1946,1.2021,1.1919,1.1983,
EUR=,2005-10-21,1.2016,1.2077,1.1927,1.1947,
EUR=,2005-10-20,1.1987,1.2024,1.1946,1.2015,
EUR=,2005-10-19,1.1962,1.2003,1.1873,1.1993,
EUR=,2005-10-18,1.2018,1.2022,1.1912,1.1959,
EUR=,2005-10-17,1.2081,1.2121,1.2008,1.2024,
EUR=,2005-10-14,1.2026,1.2108,1.1975,1.2076,
EUR=,2005-10-13,1.2025,1.2037,1.191,1.2026,
EUR=,2005-10-12,1.1991,1.2053,1.1951,1.2021,
EUR=,2005-10-11,1.2064,1.207,1.1973,1.199,
EUR=,2005-10-10,1.2117,1.2153,1.2037,1.2069,
EUR=,2005-10-07,1.2184,1.2184,1.2092,1.2118,
EUR=,2005-10-06,1.1985,1.2206,1.1981,1.2183,
EUR=,2005-10-05,1.1916,1.1986,1.1913,1.1974,
EUR=,2005-10-04,1.192,1.1949,1.1899,1.1916,
EUR=,2005-10-03,1.2021,1.2032,1.1899,1.1922,
EUR=,2005-09-30,1.2033,1.2089,1.1995,1.2029,
EUR=,2005-09-29,1.204,1.2076,1.2003,1.2031,
EUR=,2005-09-28,1.2012,1.2055,1.1989,1.2039,
EUR=,2005-09-27,1.2073,1.2083,1.1976,1.2015,
EUR=,2005-09-26,1.2033,1.208,1.2008,1.2073,
EUR=,2005-09-23,1.2155,1.2169,1.2034,1.2035,
EUR=,2005-09-22,1.2222,1.2269,1.213,1.2151,
EUR=,2005-09-21,1.212,1.224,1.2109,1.2216,
EUR=,2005-09-20,1.2136,1.2191,1.2107,1.2115,
EUR=,2005-09-19,1.2166,1.2175,1.2098,1.2136,
EUR=,2005-09-16,1.2222,1.2309,1.2195,1.2235,
EUR=,2005-09-15,1.2281,1.2287,1.2189,1.2221,
EUR=,2005-09-14,1.2267,1.2334,1.2255,1.2285,
EUR=,2005-09-13,1.2275,1.2316,1.2244,1.2263,
EUR=,2005-09-12,1.2401,1.2414,1.2269,1.2277,
EUR=,2005-09-09,1.2395,1.246,1.2373,1.2408,
EUR=,2005-09-08,1.2412,1.2456,1.2381,1.2401,
EUR=,2005-09-07,1.2465,1.2536,1.2405,1.2417,
EUR=,2005-09-06,1.2542,1.2543,1.2441,1.2459,
EUR=,2005-09-05,1.2534,1.2584,1.2508,1.2537,
EUR=,2005-09-02,1.2501,1.2589,1.2464,1.2523,
EUR=,2005-09-01,1.2338,1.2524,1.2324,1.25,
EUR=,2005-08-31,1.2216,1.2357,1.2186,1.2343,
EUR=,2005-08-30,1.222,1.2237,1.2167,1.2217,
EUR=,2005-08-29,1.2284,1.2345,1.2214,1.223,
EUR=,2005-08-26,1.2297,1.2342,1.2269,1.2281,
EUR=,2005-08-25,1.227,1.2328,1.2254,1.2297,
EUR=,2005-08-24,1.2226,1.2281,1.2158,1.2268,
EUR=,2005-08-23,1.2222,1.2255,1.2189,1.223,
EUR=,2005-08-22,1.2161,1.2243,1.2154,1.2223,
EUR=,2005-08-19,1.2179,1.2194,1.2124,1.2151,
EUR=,2005-08-18,1.2275,1.2294,1.2155,1.2175,
EUR=,2005-08-17,1.235,1.2369,1.2258,1.2273,
EUR=,2005-08-16,1.2368,1.2373,1.2293,1.2362,
EUR=,2005-08-15,1.2457,1.2457,1.2343,1.2369,
EUR=,2005-08-12,1.2469,1.2486,1.2382,1.2436,
EUR=,2005-08-11,1.2384,1.2476,1.2376,1.2469,
EUR=,2005-08-10,1.2376,1.2426,1.2333,1.2384,
