RIC,Trade Date,Open Price,High Price,Low Price,Universal Close Price,Volume
EUR=,2011-10-20,1.3753,1.3842,1.3655,1.3775,
EUR=,2011-10-19,1.3738,1.3869,1.3723,1.3754,
EUR=,2011-10-18,1.3733,1.3817,1.3651,1.3737,
EUR=,2011-10-17,1.3883,1.3914,1.3724,1.374,
EUR=,2011-10-14,1.3771,1.3894,1.372,1.3875,
EUR=,2011-10-13,1.3783,1.3827,1.3683,1.3774,
EUR=,2011-10-12,1.3648,1.3833,1.358,1.3786,
EUR=,2011-10-11,1.3639,1.3684,1.3564,1.3643,
EUR=,2011-10-10,1.3395,1.3698,1.3376,1.3642,
EUR=,2011-10-07,1.3428,1.3524,1.3359,1.3375,
EUR=,2011-10-06,1.3353,1.345,1.324,1.3431,
EUR=,2011-10-05,1.3344,1.3383,1.3257,1.3346,
EUR=,2011-10-04,1.3181,1.3369,1.3144,1.3338,
EUR=,2011-10-03,1.3336,1.3381,1.3162,1.3169,
EUR=,2011-09-30,1.3583,1.3602,1.3381,1.3384,
EUR=,2011-09-29,1.3527,1.3678,1.3518,1.3591,
EUR=,2011-09-28,1.3588,1.3689,1.3531,1.3541,
EUR=,2011-09-27,1.3527,1.3668,1.3477,1.3591,
EUR=,2011-09-26,1.3507,1.3549,1.3361,1.3538,
EUR=,2011-09-23,1.3459,1.3567,1.3415,1.3496,
EUR=,2011-09-22,1.3578,1.3601,1.3382,1.346,
EUR=,2011-09-21,1.37,1.3788,1.3556,1.3564,
EUR=,2011-09-20,1.3672,1.3744,1.3591,1.3704,
EUR=,2011-09-19,1.367,1.3719,1.3585,1.3683,
EUR=,2011-09-16,1.3883,1.3884,1.3752,1.3797,
EUR=,2011-09-15,1.3741,1.3936,1.3701,1.3876,
EUR=,2011-09-14,1.3681,1.3783,1.3589,1.3745,
EUR=,2011-09-13,1.3667,1.3739,1.3556,1.368,
EUR=,2011-09-12,1.3567,1.3692,1.3499,1.3672,
EUR=,2011-09-09,1.3881,1.3936,1.3626,1.3651,
EUR=,2011-09-08,1.4092,1.4095,1.387,1.3881,
EUR=,2011-09-07,1.3994,1.4148,1.3992,1.4097,
EUR=,2011-09-06,1.4095,1.4275,1.3971,1.3998,
EUR=,2011-09-05,1.4165,1.4172,1.4059,1.409,
EUR=,2011-09-02,1.4257,1.4288,1.4182,1.4203,
EUR=,2011-09-01,1.4375,1.4381,1.4224,1.4258,
EUR=,2011-08-31,1.4435,1.4468,1.4358,1.4377,
EUR=,2011-08-30,1.4514,1.4533,1.4383,1.4445,
EUR=,2011-08-29,1.4495,1.4548,1.4464,1.4508,
EUR=,2011-08-26,1.4372,1.4501,1.4327,1.4497,
EUR=,2011-08-25,1.441,1.4474,1.4325,1.4378,
EUR=,2011-08-24,1.4431,1.4481,1.4377,1.4412,
EUR=,2011-08-23,1.4357,1.4499,1.4351,1.4438,
EUR=,2011-08-22,1.4374,1.4434,1.4345,1.4358,
EUR=,2011-08-19,1.4326,1.4452,1.4257,1.4395,
EUR=,2011-08-18,1.4423,1.4451,1.4269,1.433,
EUR=,2011-08-17,1.4401,1.4517,1.4323,1.4423,
EUR=,2011-08-16,1.4445,1.4471,1.4352,1.4407,
EUR=,2011-08-15,1.4259,1.4476,1.4259,1.4444,
EUR=,2011-08-12,1.4239,1.4291,1.4148,1.4248,
EUR=,2011-08-11,1.4161,1.4294,1.4101,1.4241,
EUR=,2011-08-10,1.4393,1.4401,1.416,1.4172,
EUR=,2011-08-09,1.4171,1.4379,1.415,1.4368,
EUR=,2011-08-08,1.4385,1.4401,1.4129,1.4174,
EUR=,2011-08-05,1.4097,1.4297,1.4054,1.428,
EUR=,2011-08-04,1.433,1.4369,1.4087,1.4106,
EUR=,2011-08-03,1.4183,1.4344,1.4142,1.4325,
EUR=,2011-08-02,1.4261,1.4283,1.4149,1.4192,
EUR=,2011-08-01,1.4357,1.4453,1.4184,1.4249,
EUR=,2011-07-29,1.4327,1.4413,1.4228,1.4395,
EUR=,2011-07-28,1.4371,1.44,1.4251,1.4329,
EUR=,2011-07-27,1.4514,1.4536,1.4338,1.4365,
EUR=,2011-07-26,1.4375,1.4526,1.4355,1.4512,
EUR=,2011-07-25,1.4396,1.4406,1.4323,1.4374,
EUR=,2011-07-22,1.442,1.4437,1.4322,1.4353,
EUR=,2011-07-21,1.4224,1.4438,1.4137,1.4421,
EUR=,2011-07-20,1.415,1.424,1.413,1.4217,
EUR=,2011-07-19,1.41,1.4217,1.4067,1.4155,
EUR=,2011-07-18,1.4111,1.4133,1.4009,1.4109,
EUR=,2011-07-15,1.4141,1.4199,1.409,1.415,
EUR=,2011-07-14,1.4186,1.4281,1.4113,1.4142,
EUR=,2011-07-13,1.3973,1.4209,1.3949,1.4181,
EUR=,2011-07-12,1.4043,1.4062,1.3835,1.3976,
EUR=,2011-07-11,1.4215,1.4227,1.3984,1.4035,
EUR=,2011-07-08,1.4357,1.4368,1.4204,1.4267,
EUR=,2011-07-07,1.4316,1.4374,1.4219,1.4359,
EUR=,2011-07-06,1.442,1.4466,1.4283,1.4316,
EUR=,2011-07-05,1.454,1.4553,1.4395,1.4422,
EUR=,2011-07-04,1.454,1.4577,1.4489,1.4537,
EUR=,2011-07-01,1.4497,1.4551,1.4434,1.4522,
EUR=,2011-06-30,1.4431,1.4538,1.4424,1.4504,
EUR=,2011-06-29,1.4363,1.4447,1.4325,1.4434,
EUR=,2011-06-28,1.4283,1.4397,1.4234,1.4368,
EUR=,2011-06-27,1.419,1.4293,1.4101,1.4282,
EUR=,2011-06-24,1.4261,1.4309,1.4139,1.419,
EUR=,2011-06-23,1.4333,1.4338,1.4125,1.4257,
EUR=,2011-06-22,1.4396,1.4441,1.4339,1.4353,
EUR=,2011-06-21,1.4306,1.4422,1.4304,1.4406,
EUR=,2011-06-20,1.4272,1.4327,1.4189,1.4307,
EUR=,2011-06-17,1.421,1.4339,1.4124,1.4308,
EUR=,2011-06-16,1.4162,1.4219,1.4071,1.421,
EUR=,2011-06-15,1.444,1.4454,1.4154,1.4166,
EUR=,2011-06-14,1.4417,1.4498,1.4376,1.4438,
EUR=,2011-06-13,1.4328,1.443,1.4319,1.4415,
EUR=,2011-06-10,1.4507,1.455,1.432,1.4345,
EUR=,2011-06-09,1.4577,1.4651,1.4476,1.4508,
EUR=,2011-06-08,1.469,1.4693,1.4562,1.4576,
EUR=,2011-06-07,1.4575,1.4696,1.4561,1.4689,
EUR=,2011-06-06,1.4627,1.4658,1.4555,1.4576,
EUR=,2011-06-03,1.4491,1.4642,1.4451,1.4634,
EUR=,2011-06-02,1.4321,1.4513,1.4321,1.449,
EUR=,2011-06-01,1.4391,1.4458,1.4305,1.4312,
EUR=,2011-05-31,1.4282,1.4424,1.4282,1.4394,
EUR=,2011-05-30,1.4312,1.4312,1.4254,1.4278,
EUR=,2011-05-27,1.4134,1.4322,1.4123,1.4321,
EUR=,2011-05-26,1.4084,1.4206,1.4065,1.4138,
EUR=,2011-05-25,1.4098,1.4118,1.4011,1.4085,
EUR=,2011-05-24,1.4045,1.4132,1.4,1.4103,
EUR=,2011-05-23,1.4129,1.4143,1.3968,1.405,
EUR=,2011-05-20,1.4305,1.4345,1.4131,1.4152,
EUR=,2011-05-19,1.4248,1.4325,1.4204,1.4312,
EUR=,2011-05-18,1.4235,1.4287,1.4193,1.4245,
EUR=,2011-05-17,1.416,1.4239,1.4118,1.4237,
EUR=,2011-05-16,1.4078,1.4244,1.4046,1.4154,
EUR=,2011-05-13,1.424,1.4339,1.4064,1.4118,
EUR=,2011-05-12,1.4203,1.4276,1.4121,1.4241,
EUR=,2011-05-11,1.4404,1.4423,1.417,1.4195,
EUR=,2011-05-10,1.4352,1.4413,1.4267,1.4406,
EUR=,2011-05-09,1.4367,1.4441,1.4253,1.4362,
EUR=,2011-05-06,1.454,1.4587,1.4308,1.4308,
EUR=,2011-05-05,1.4825,1.4899,1.4508,1.4538,
EUR=,2011-05-04,1.482,1.4939,1.4773,1.4821,
EUR=,2011-05-03,1.4818,1.489,1.4751,1.4826,
EUR=,2011-05-02,1.4823,1.4902,1.476,1.4824,
EUR=,2011-04-29,1.4825,1.4878,1.4799,1.4799,
EUR=,2011-04-28,1.4781,1.4881,1.4767,1.4822,
EUR=,2011-04-27,1.4645,1.4795,1.463,1.4776,
EUR=,2011-04-26,1.4578,1.4657,1.4492,1.4642,
EUR=,2011-04-25,1.4558,1.4627,1.4522,1.4579,
EUR=,2011-04-22,1.4551,1.4588,1.4532,1.4555,
EUR=,2011-04-21,1.4519,1.4649,1.4503,1.4551,
EUR=,2011-04-20,1.4336,1.4546,1.4325,1.4518,
EUR=,2011-04-19,1.4222,1.4352,1.4202,1.4335,
EUR=,2011-04-18,1.4417,1.442,1.4155,1.4232,
EUR=,2011-04-15,1.4485,1.4504,1.4389,1.4429,
EUR=,2011-04-14,1.444,1.4515,1.4362,1.4488,
EUR=,2011-04-13,1.4476,1.452,1.441,1.444,
EUR=,2011-04-12,1.4431,1.4519,1.4374,1.4476,
EUR=,2011-04-11,1.4453,1.4483,1.4416,1.4434,
EUR=,2011-04-08,1.4301,1.4488,1.4289,1.4478,
EUR=,2011-04-07,1.4332,1.4344,1.424,1.4302,
EUR=,2011-04-06,1.4216,1.435,1.4208,1.4332,
EUR=,2011-04-05,1.4217,1.4245,1.4149,1.422,
EUR=,2011-04-04,1.4223,1.4268,1.419,1.4218,
EUR=,2011-04-01,1.4171,1.4245,1.4059,1.4228,
EUR=,2011-03-31,1.4127,1.4233,1.4113,1.4165,
EUR=,2011-03-30,1.4111,1.4147,1.4049,1.4125,
EUR=,2011-03-29,1.4079,1.4149,1.4045,1.4109,
EUR=,2011-03-28,1.4045,1.4115,1.4019,1.4084,
EUR=,2011-03-25,1.4168,1.4193,1.4052,1.4081,
EUR=,2011-03-24,1.4088,1.422,1.4049,1.4173,
EUR=,2011-03-23,1.4197,1.4216,1.4077,1.4082,
EUR=,2011-03-22,1.4218,1.4249,1.4172,1.4201,
EUR=,2011-03-21,1.4181,1.424,1.4137,1.4226,
EUR=,2011-03-18,1.4014,1.4184,1.3978,1.4176,
EUR=,2011-03-17,1.3905,1.4052,1.3868,1.4022,
EUR=,2011-03-16,1.3996,1.4,1.3863,1.3901,
EUR=,2011-03-15,1.3986,1.4013,1.3852,1.3996,
EUR=,2011-03-14,1.3961,1.4003,1.3902,1.399,
EUR=,2011-03-11,1.3796,1.3914,1.375,1.3907,
EUR=,2011-03-10,1.3905,1.3925,1.3773,1.3792,
EUR=,2011-03-09,1.3903,1.3942,1.3853,1.3907,
EUR=,2011-03-08,1.3971,1.3993,1.386,1.3903,
EUR=,2011-03-07,1.3995,1.4037,1.3951,1.3972,
EUR=,2011-03-04,1.3965,1.4006,1.3936,1.3982,
EUR=,2011-03-03,1.3865,1.3971,1.383,1.3963,
EUR=,2011-03-02,1.3775,1.3889,1.3741,1.3863,
EUR=,2011-03-01,1.3802,1.3854,1.3761,1.3775,
EUR=,2011-02-28,1.3756,1.3855,1.3709,1.3801,
EUR=,2011-02-25,1.3796,1.3837,1.3721,1.375,
EUR=,2011-02-24,1.3746,1.382,1.3701,1.3803,
EUR=,2011-02-23,1.3658,1.3787,1.3645,1.3746,
EUR=,2011-02-22,1.3676,1.3703,1.3524,1.3653,
EUR=,2011-02-21,1.3701,1.3717,1.3644,1.3675,
EUR=,2011-02-18,1.3607,1.3715,1.3546,1.3694,
EUR=,2011-02-17,1.3567,1.3619,1.3533,1.3601,
EUR=,2011-02-16,1.3486,1.3589,1.3459,1.3566,
EUR=,2011-02-15,1.3487,1.3552,1.3458,1.3489,
EUR=,2011-02-14,1.3507,1.3559,1.3426,1.3483,
EUR=,2011-02-11,1.3596,1.3621,1.3495,1.3546,
EUR=,2011-02-10,1.3727,1.3735,1.3575,1.3593,
EUR=,2011-02-09,1.3624,1.3744,1.3606,1.373,
EUR=,2011-02-08,1.3581,1.3689,1.357,1.3633,
EUR=,2011-02-07,1.3561,1.3626,1.3506,1.3586,
EUR=,2011-02-04,1.3638,1.3678,1.3541,1.3585,
EUR=,2011-02-03,1.3811,1.3825,1.3608,1.363,
EUR=,2011-02-02,1.3828,1.3861,1.3765,1.3803,
EUR=,2011-02-01,1.3684,1.3844,1.3683,1.3833,
EUR=,2011-01-31,1.3598,1.3739,1.3567,1.3685,
EUR=,2011-01-28,1.3732,1.3746,1.358,1.3613,
EUR=,2011-01-27,1.3709,1.3759,1.3635,1.3726,
EUR=,2011-01-26,1.3685,1.3721,1.3641,1.3697,
EUR=,2011-01-25,1.3637,1.3703,1.357,1.3689,
EUR=,2011-01-24,1.3637,1.3686,1.3536,1.3643,
EUR=,2011-01-21,1.3472,1.3626,1.3445,1.3615,
EUR=,2011-01-20,1.3474,1.3522,1.3393,1.3476,
EUR=,2011-01-19,1.3386,1.3538,1.3366,1.3466,
EUR=,2011-01-18,1.329,1.3465,1.325,1.3379,
EUR=,2011-01-17,1.3381,1.3387,1.3243,1.3292,
EUR=,2011-01-14,1.3361,1.3456,1.3311,1.3375,
EUR=,2011-01-13,1.3129,1.3384,1.3086,1.3354,
EUR=,2011-01-12,1.297,1.3144,1.2959,1.3135,
EUR=,2011-01-11,1.2947,1.2992,1.2902,1.2975,
EUR=,2011-01-10,1.288,1.2964,1.2871,1.2941,
EUR=,2011-01-07,1.3002,1.302,1.2903,1.2916,
EUR=,2011-01-06,1.3146,1.317,1.2994,1.3001,
EUR=,2011-01-05,1.3303,1.3325,1.3123,1.3151,
EUR=,2011-01-04,1.3356,1.3433,1.3289,1.3301,
EUR=,2011-01-03,1.3345,1.3394,1.3248,1.3351,
EUR=,2010-12-31,1.3287,1.3424,1.328,1.3377,
EUR=,2010-12-30,1.3223,1.3314,1.321,1.3281,
EUR=,2010-12-29,1.3115,1.3238,1.3081,1.3223,
EUR=,2010-12-28,1.3163,1.3274,1.3091,1.3117,
EUR=,2010-12-27,1.3114,1.317,1.307,1.3159,
EUR=,2010-12-24,1.3114,1.3148,1.3092,1.3115,
EUR=,2010-12-23,1.3095,1.3153,1.3053,1.3119,
EUR=,2010-12-22,1.3094,1.3181,1.3075,1.3099,
EUR=,2010-12-21,1.3126,1.3202,1.3071,1.3095,
EUR=,2010-12-20,1.3179,1.3187,1.3092,1.3118,
EUR=,2010-12-17,1.3236,1.3358,1.313,1.318,
EUR=,2010-12-16,1.3211,1.3265,1.3178,1.3236,
EUR=,2010-12-15,1.3381,1.3382,1.3207,1.3211,
EUR=,2010-12-14,1.3388,1.3498,1.336,1.3384,
EUR=,2010-12-13,1.3205,1.3433,1.318,1.3389,
EUR=,2010-12-10,1.3236,1.3282,1.3177,1.3233,
EUR=,2010-12-09,1.3261,1.3322,1.3163,1.3242,
EUR=,2010-12-08,1.326,1.328,1.3177,1.3256,
EUR=,2010-12-07,1.3303,1.34,1.3259,1.3263,
EUR=,2010-12-06,1.3382,1.3421,1.3242,1.3305,
EUR=,2010-12-03,1.3221,1.3418,1.3191,1.3414,
EUR=,2010-12-02,1.3134,1.3247,1.3056,1.3224,
EUR=,2010-12-01,1.2984,1.318,1.2969,1.3142,
EUR=,2010-11-30,1.3121,1.3149,1.2964,1.2977,
EUR=,2010-11-29,1.3285,1.3302,1.3061,1.3118,
EUR=,2010-11-26,1.3352,1.3365,1.3196,1.324,
EUR=,2010-11-25,1.333,1.3386,1.3285,1.3361,
EUR=,2010-11-24,1.3364,1.3421,1.3281,1.3329,
EUR=,2010-11-23,1.3618,1.3633,1.3359,1.3371,
EUR=,2010-11-22,1.3714,1.3786,1.3574,1.3625,
EUR=,2010-11-19,1.3644,1.3731,1.3606,1.3684,
EUR=,2010-11-18,1.3526,1.3667,1.3523,1.3644,
EUR=,2010-11-17,1.3486,1.3565,1.3457,1.3518,
EUR=,2010-11-16,1.3586,1.3654,1.3446,1.3492,
EUR=,2010-11-15,1.3709,1.375,1.3562,1.3583,
EUR=,2010-11-12,1.3664,1.3777,1.3571,1.3691,
EUR=,2010-11-11,1.3781,1.382,1.3634,1.3655,
EUR=,2010-11-10,1.3774,1.3826,1.3669,1.3782,
EUR=,2010-11-09,1.3919,1.3973,1.3749,1.3777,
EUR=,2010-11-08,1.405,1.4084,1.3885,1.3921,
EUR=,2010-11-05,1.4213,1.4247,1.4022,1.4031,
EUR=,2010-11-04,1.4137,1.4281,1.41,1.4198,
EUR=,2010-11-03,1.4036,1.4175,1.3989,1.4143,
EUR=,2010-11-02,1.3894,1.4058,1.3879,1.4037,
EUR=,2010-11-01,1.3961,1.4011,1.386,1.3889,
EUR=,2010-10-29,1.3924,1.3951,1.3803,1.3947,
EUR=,2010-10-28,1.376,1.3945,1.3756,1.3931,
EUR=,2010-10-27,1.3857,1.3877,1.3732,1.3768,
EUR=,2010-10-26,1.3964,1.3982,1.3823,1.3859,
EUR=,2010-10-25,1.3955,1.408,1.3932,1.3963,
EUR=,2010-10-22,1.3921,1.3973,1.3855,1.3949,
EUR=,2010-10-21,1.396,1.405,1.3869,1.392,
EUR=,2010-10-20,1.3728,1.3991,1.3696,1.3964,
EUR=,2010-10-19,1.3948,1.4003,1.3711,1.3732,
EUR=,2010-10-18,1.3974,1.3998,1.3829,1.3945,
EUR=,2010-10-15,1.4075,1.4157,1.3935,1.3976,
EUR=,2010-10-14,1.3955,1.4121,1.3952,1.4078,
EUR=,2010-10-13,1.3914,1.4001,1.3909,1.3962,
EUR=,2010-10-12,1.3872,1.3932,1.3771,1.3924,
EUR=,2010-10-11,1.3992,1.4011,1.3864,1.3873,
EUR=,2010-10-08,1.3918,1.3983,1.3833,1.394,
EUR=,2010-10-07,1.3929,1.4028,1.3855,1.3926,
EUR=,2010-10-06,1.3836,1.3947,1.3797,1.3936,
EUR=,2010-10-05,1.3678,1.3859,1.3635,1.3832,
EUR=,2010-10-04,1.379,1.3791,1.3664,1.368,
EUR=,2010-10-01,1.3629,1.3793,1.3617,1.3789,
EUR=,2010-09-30,1.3623,1.3683,1.3558,1.363,
EUR=,2010-09-29,1.3578,1.3647,1.3564,1.3628,
EUR=,2010-09-28,1.3443,1.3595,1.338,1.3579,
EUR=,2010-09-27,1.3479,1.3506,1.3423,1.3454,
EUR=,2010-09-24,1.3312,1.3495,1.3284,1.3488,
EUR=,2010-09-23,1.3393,1.3413,1.3303,1.331,
EUR=,2010-09-22,1.3252,1.344,1.3245,1.3399,
EUR=,2010-09-21,1.3061,1.3281,1.3055,1.3251,
EUR=,2010-09-20,1.3052,1.312,1.3025,1.3064,
EUR=,2010-09-17,1.3078,1.3159,1.3016,1.3045,
EUR=,2010-09-16,1.301,1.3117,1.2974,1.3074,
EUR=,2010-09-15,1.2992,1.3036,1.2953,1.3004,
EUR=,2010-09-14,1.2877,1.3033,1.2826,1.2995,
EUR=,2010-09-13,1.2706,1.2892,1.2701,1.2878,
EUR=,2010-09-10,1.2696,1.2747,1.2642,1.2677,
EUR=,2010-09-09,1.2721,1.2767,1.2662,1.2694,
EUR=,2010-09-08,1.2683,1.2763,1.2658,1.272,
EUR=,2010-09-07,1.2872,1.2876,1.2675,1.2682,
EUR=,2010-09-06,1.2887,1.2918,1.2863,1.2872,
EUR=,2010-09-03,1.2826,1.2897,1.2807,1.2893,
EUR=,2010-09-02,1.2798,1.2848,1.2775,1.2825,
EUR=,2010-09-01,1.2685,1.2855,1.2661,1.2811,
EUR=,2010-08-31,1.2663,1.2743,1.2623,1.2685,
EUR=,2010-08-30,1.2765,1.2769,1.2657,1.2663,
EUR=,2010-08-27,1.2713,1.2778,1.2676,1.2762,
EUR=,2010-08-26,1.2659,1.2764,1.2648,1.2719,
EUR=,2010-08-25,1.263,1.2725,1.2603,1.2657,
EUR=,2010-08-24,1.2649,1.2718,1.2584,1.2624,
EUR=,2010-08-23,1.2703,1.2731,1.2644,1.2658,
EUR=,2010-08-20,1.2818,1.2832,1.2661,1.2705,
EUR=,2010-08-19,1.2854,1.2902,1.277,1.282,
EUR=,2010-08-18,1.2879,1.2923,1.2821,1.2855,
EUR=,2010-08-17,1.2822,1.2915,1.2802,1.2879,
EUR=,2010-08-16,1.2758,1.2871,1.2732,1.2823,
EUR=,2010-08-13,1.2827,1.2906,1.2747,1.275,
EUR=,2010-08-12,1.2845,1.2932,1.2779,1.2823,
EUR=,2010-08-11,1.3175,1.319,1.2828,1.2832,
EUR=,2010-08-10,1.3221,1.3234,1.3071,1.3177,
EUR=,2010-08-09,1.3289,1.3307,1.3214,1.3232,
EUR=,2010-08-06,1.3182,1.3333,1.3155,1.3282,
EUR=,2010-08-05,1.3152,1.3234,1.3117,1.3191,
EUR=,2010-08-04,1.3227,1.3239,1.313,1.3158,
EUR=,2010-08-03,1.3179,1.3261,1.3143,1.3226,
EUR=,2010-08-02,1.306,1.3195,1.3051,1.318,
EUR=,2010-07-30,1.3078,1.3093,1.2978,1.3045,
EUR=,2010-07-29,1.2987,1.3106,1.2977,1.3077,
EUR=,2010-07-28,1.3001,1.3041,1.2964,1.2992,
EUR=,2010-07-27,1.2988,1.3045,1.2949,1.2993,
EUR=,2010-07-26,1.29,1.3005,1.2874,1.2994,
EUR=,2010-07-23,1.2884,1.2967,1.2791,1.2904,
EUR=,2010-07-22,1.275,1.2929,1.2735,1.2888,
EUR=,2010-07-21,1.288,1.2913,1.273,1.2756,
EUR=,2010-07-20,1.2946,1.3028,1.2838,1.2884,
EUR=,2010-07-19,1.2893,1.2991,1.2868,1.294,
EUR=,2010-07-16,1.2927,1.3007,1.2888,1.293,
EUR=,2010-07-15,1.274,1.2955,1.2707,1.2938,
EUR=,2010-07-14,1.2722,1.2778,1.268,1.274,
EUR=,2010-07-13,1.2588,1.2737,1.252,1.2726,
EUR=,2010-07-12,1.2639,1.2647,1.2547,1.2589,
EUR=,2010-07-09,1.2695,1.2722,1.2605,1.2634,
EUR=,2010-07-08,1.2633,1.2711,1.2619,1.2693,
EUR=,2010-07-07,1.2626,1.2664,1.2552,1.2634,
EUR=,2010-07-06,1.2537,1.2662,1.2478,1.2623,
EUR=,2010-07-05,1.2556,1.2563,1.2506,1.2539,
EUR=,2010-07-02,1.2514,1.2613,1.248,1.256,
EUR=,2010-07-01,1.2233,1.2539,1.2192,1.2517,
EUR=,2010-06-30,1.2183,1.2304,1.2164,1.2234,
EUR=,2010-06-29,1.2274,1.229,1.2149,1.2179,
EUR=,2010-06-28,1.2371,1.2397,1.2263,1.2277,
EUR=,2010-06-25,1.2327,1.2395,1.225,1.2374,
EUR=,2010-06-24,1.2316,1.2387,1.2259,1.2333,
EUR=,2010-06-23,1.2261,1.2343,1.2207,1.2313,
EUR=,2010-06-22,1.232,1.2353,1.2248,1.2266,
EUR=,2010-06-21,1.2437,1.2467,1.2301,1.2306,
EUR=,2010-06-18,1.2381,1.2416,1.2351,1.2384,
EUR=,2010-06-17,1.2297,1.2412,1.2241,1.2378,
EUR=,2010-06-16,1.232,1.2355,1.2254,1.2306,
EUR=,2010-06-15,1.2212,1.2349,1.2163,1.2323,
EUR=,2010-06-14,1.2124,1.2298,1.2113,1.2217,
EUR=,2010-06-11,1.2106,1.2152,1.2043,1.211,
EUR=,2010-06-10,1.198,1.2142,1.1954,1.2108,
EUR=,2010-06-09,1.1969,1.2075,1.1922,1.1985,
EUR=,2010-06-08,1.1916,1.2008,1.1898,1.1972,
EUR=,2010-06-07,1.1945,1.1991,1.1875,1.1914,
EUR=,2010-06-04,1.2162,1.2215,1.1953,1.1973,
EUR=,2010-06-03,1.2247,1.2326,1.215,1.2157,
EUR=,2010-06-02,1.2205,1.2275,1.2172,1.2249,
EUR=,2010-06-01,1.2303,1.2353,1.2109,1.2225,
EUR=,2010-05-31,1.2273,1.2334,1.2264,1.2305,
EUR=,2010-05-28,1.236,1.2452,1.2263,1.2267,
EUR=,2010-05-27,1.2156,1.2394,1.2152,1.2368,
EUR=,2010-05-26,1.2372,1.2375,1.2163,1.2167,
EUR=,2010-05-25,1.2344,1.2372,1.2172,1.2365,
EUR=,2010-05-24,1.2545,1.2559,1.2343,1.2351,
EUR=,2010-05-21,1.2465,1.2672,1.2458,1.257,
EUR=,2010-05-20,1.2426,1.2598,1.2295,1.2465,
EUR=,2010-05-19,1.2181,1.2432,1.2142,1.2427,
EUR=,2010-05-18,1.2392,1.2444,1.216,1.218,
EUR=,2010-05-17,1.2349,1.2414,1.2234,1.2393,
EUR=,2010-05-14,1.2521,1.2575,1.2352,1.236,
EUR=,2010-05-13,1.2629,1.2684,1.2516,1.2528,
EUR=,2010-05-12,1.2639,1.2739,1.2603,1.2621,
EUR=,2010-05-11,1.2789,1.2802,1.265,1.2653,
EUR=,2010-05-10,1.2932,1.3093,1.2757,1.2781,
EUR=,2010-05-07,1.263,1.2797,1.2585,1.2759,
EUR=,2010-05-06,1.2823,1.2856,1.252,1.2656,
EUR=,2010-05-05,1.2966,1.2996,1.2787,1.2812,
EUR=,2010-05-04,1.3191,1.3213,1.2975,1.298,
EUR=,2010-05-03,1.334,1.334,1.3152,1.3192,
EUR=,2010-04-30,1.3242,1.3342,1.3223,1.3295,
EUR=,2010-04-29,1.3203,1.328,1.3182,1.3224,
EUR=,2010-04-28,1.3153,1.3268,1.3112,1.3211,
EUR=,2010-04-27,1.3393,1.3413,1.3156,1.3163,
EUR=,2010-04-26,1.3344,1.3397,1.3287,1.3395,
EUR=,2010-04-23,1.3283,1.34,1.3199,1.3383,
EUR=,2010-04-22,1.3384,1.3421,1.3257,1.3292,
EUR=,2010-04-21,1.3436,1.3447,1.3356,1.3386,
EUR=,2010-04-20,1.3488,1.3522,1.3425,1.3436,
EUR=,2010-04-19,1.3477,1.3497,1.3412,1.3484,
EUR=,2010-04-16,1.3577,1.3581,1.347,1.3496,
EUR=,2010-04-15,1.3652,1.3666,1.3517,1.3579,
EUR=,2010-04-14,1.3616,1.3678,1.3594,1.3651,
EUR=,2010-04-13,1.3583,1.3626,1.3544,1.3606,
EUR=,2010-04-12,1.362,1.3691,1.3562,1.3584,
EUR=,2010-04-09,1.3357,1.35,1.3338,1.3496,
EUR=,2010-04-08,1.3335,1.3366,1.3278,1.3358,
EUR=,2010-04-07,1.3395,1.3408,1.3323,1.334,
EUR=,2010-04-06,1.3482,1.3496,1.3353,1.3398,
EUR=,2010-04-05,1.3488,1.3538,1.3458,1.3483,
EUR=,2010-04-02,1.3582,1.3591,1.3472,1.3502,
EUR=,2010-04-01,1.3509,1.3591,1.3455,1.3581,
EUR=,2010-03-31,1.3414,1.3548,1.3382,1.351,
EUR=,2010-03-30,1.3478,1.3539,1.3393,1.3411,
EUR=,2010-03-29,1.3486,1.3506,1.3417,1.3477,
EUR=,2010-03-26,1.3277,1.3425,1.3265,1.341,
EUR=,2010-03-25,1.3315,1.3386,1.3265,1.3278,
EUR=,2010-03-24,1.3494,1.3501,1.3302,1.3313,
EUR=,2010-03-23,1.3561,1.3569,1.3472,1.3498,
EUR=,2010-03-22,1.3524,1.3568,1.3461,1.3555,
EUR=,2010-03-19,1.3604,1.3626,1.3499,1.3531,
EUR=,2010-03-18,1.3731,1.3742,1.3582,1.3606,
EUR=,2010-03-17,1.3769,1.3817,1.3724,1.3737,
EUR=,2010-03-16,1.3674,1.3783,1.3654,1.3769,
EUR=,2010-03-15,1.3774,1.3776,1.3637,1.3673,
EUR=,2010-03-12,1.3677,1.3796,1.3667,1.3761,
EUR=,2010-03-11,1.3654,1.3687,1.3616,1.3677,
EUR=,2010-03-10,1.3599,1.3679,1.3542,1.3659,
EUR=,2010-03-09,1.3629,1.3635,1.3533,1.36,
EUR=,2010-03-08,1.3629,1.3704,1.3604,1.3628,
EUR=,2010-03-05,1.358,1.3629,1.3526,1.3621,
EUR=,2010-03-04,1.3693,1.3712,1.3549,1.3579,
EUR=,2010-03-03,1.3614,1.3736,1.359,1.3698,
EUR=,2010-03-02,1.3556,1.3622,1.3432,1.3604,
